"Year","Region","PatrimoineGouvernement","PatrimoinePrivé","PIB","RatioPatrimoineRevenu","RevenuNational","RevenuNationalTop10","RevenuNationalBottom50","RevenuNationalTop1","RevenuNationalMedium40","CapitalNational","PatrimoineTop10","PatrimoineBottom50","PatrimoineTop1","PatrimoineMedium40"
1939,"Canada",NA,NA,NA,NA,NA,51.29,13.16,15.21,35.55,NA,NA,NA,NA,NA
1939,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,"Danemark",NA,NA,NA,NA,NA,42.27,NA,19.37,NA,NA,NA,NA,NA,NA
1939,"Etats-Unis",3316.5528,28537.5191,NA,4.9380140305,9897.5945,48.81,13.38,19.66,37.81,NA,NA,NA,NA,NA
1939,"France",-1088.3131,22229.6759,8673.5254,3.8094398975,7927.7978,41.43,16.97,16.51,41.6,3020040.35,75.57,2.98,39.99,21.45
1939,"Inde",NA,NA,NA,6.6999452954,805.9624,NA,NA,20.71,NA,NA,NA,NA,NA,NA
1939,"Japon",NA,NA,NA,NA,NA,NA,NA,20.07,NA,NA,NA,NA,NA,NA
1939,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,"Royaume-Uni",-8324.5716,31756.1642,9536.7995,3.5644769669,9223.0181,NA,NA,NA,NA,3287516.8,84.29,NA,51.19,NA
1939,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,"Australie",NA,NA,NA,NA,NA,34.48,16.2,13.43,49.32,NA,NA,NA,NA,NA
1940,"Canada",NA,NA,NA,NA,NA,46.09,14.53,13.18,39.38,NA,NA,NA,NA,NA
1940,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,"Danemark",NA,NA,NA,NA,NA,42.28,NA,19.89,NA,NA,NA,NA,NA,NA
1940,"Etats-Unis",3544.1726,28542.3424,NA,4.5572776794,10720.402,49.18,13.46,20.96,37.37,NA,NA,NA,NA,NA
1940,"France",-1645.7371,15032.348,5981.5521,3.5815944672,5365.1825,42.46,16.59,16.88,40.95,1921587.12,72.41,3.93,34.78,23.66
1940,"Inde",NA,NA,NA,6.1638828445,896.3286,NA,NA,19.49,NA,NA,NA,NA,NA,NA
1940,"Japon",NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA
1940,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,"Royaume-Uni",-8998.0664,29872.5341,8874.186,3.4113459587,8532.3641,NA,NA,NA,NA,2910686.15,83.81,NA,50.98,NA
1940,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,"Australie",NA,NA,NA,NA,NA,35.98,15.84,13.93,48.19,NA,NA,NA,NA,NA
1941,"Canada",NA,NA,NA,NA,NA,41.82,15.65,11.83,42.53,NA,NA,NA,NA,NA
1941,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,"Danemark",NA,NA,NA,NA,NA,42.32,NA,19.69,NA,NA,NA,NA,NA,NA
1941,"Etats-Unis",3496.2227,26941.5562,NA,3.6280243397,12699.1832,47.22,14.11,21.67,38.67,NA,NA,NA,NA,NA
1941,"France",-1854.4157,15966.9478,6061.6309,3.8031799793,5400.4362,41.27,16.92,16.12,41.81,2053873.45,73.24,2.88,34.84,23.88
1941,"Inde",NA,NA,NA,6.5015449974,840.4308,NA,NA,18.87,NA,NA,NA,NA,NA,NA
1941,"Japon",NA,NA,NA,NA,NA,NA,NA,18.65,NA,NA,NA,NA,NA,NA
1941,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,"Royaume-Uni",-9825.6792,29964.3981,9535.0208,3.0684580803,9159.4038,NA,NA,NA,NA,2810525.11,82.86,NA,49.85,NA
1941,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"Australie",NA,NA,NA,NA,NA,35.39,15.98,13.42,48.63,NA,NA,NA,NA,NA
1942,"Canada",NA,NA,NA,NA,NA,36.25,17.12,9.96,46.62,NA,NA,NA,NA,NA
1942,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"Danemark",NA,NA,NA,NA,NA,41.63,NA,19.28,NA,NA,NA,NA,NA,NA
1942,"Etats-Unis",2354.861,25947.3777,NA,2.8447422981,14985.0277,42.85,16.69,20.83,40.46,NA,NA,NA,NA,NA
1942,"France",-2512.8622,15197.1492,5802.7253,3.5257358551,5185.029,38.55,18.06,14.75,43.4,1828117.67,74.34,2.59,36.25,23.07
1942,"Inde",NA,NA,NA,6.0181483929,896.7846,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"Japon",NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA
1942,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"Royaume-Uni",-10082.2288,30270.3324,10336.1626,2.8521261215,9886.7824,NA,NA,NA,NA,2819837.06,NA,NA,NA,NA
1942,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"Australie",NA,NA,NA,NA,NA,35.48,15.96,13.43,48.56,NA,NA,NA,NA,NA
1943,"Canada",NA,NA,NA,NA,NA,36,17.19,9.43,46.8,NA,NA,NA,NA,NA
1943,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"Danemark",NA,NA,NA,NA,NA,40.01,NA,17.35,NA,NA,NA,NA,NA,NA
1943,"Etats-Unis",653.4227,27932.9683,NA,2.4838345051,17302.2949,39.37,17.73,18.84,42.9,NA,NA,NA,NA,NA
1943,"France",-2210.7425,14564.3848,5155.1772,3.8524382114,4597.1845,34.77,19.57,11.92,45.66,1771058,76.39,2.75,38.05,20.85
1943,"Inde",NA,NA,NA,5.7561552362,928.2129,NA,NA,13.77,NA,NA,NA,NA,NA,NA
1943,"Japon",NA,NA,NA,NA,NA,NA,NA,15.24,NA,NA,NA,NA,NA,NA
1943,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"Royaume-Uni",-10714.8138,31189.2861,10951.0653,2.7428870201,10435.3506,NA,NA,NA,NA,2862295.38,NA,NA,NA,NA
1943,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA
1944,"Australie",NA,NA,NA,NA,NA,32.24,16.74,11.53,51.02,NA,NA,NA,NA,NA
1944,"Canada",NA,NA,NA,NA,NA,34.17,17.68,8.78,48.16,NA,NA,NA,NA,NA
1944,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"Danemark",NA,NA,NA,NA,NA,39.1,NA,16.06,NA,NA,NA,NA,NA,NA
1944,"Etats-Unis",-283.1593,31573.3242,NA,2.6253676414,17865.2797,36.56,18.55,15.56,44.89,NA,NA,NA,NA,NA
1944,"France",-2362.0867,12648.5595,4584.2014,3.5751793385,4102.5915,32.53,20.11,10.06,47.36,1466739.73,75.84,2.86,37.84,21.3
1944,"Inde",NA,NA,NA,5.6775775432,929.5513,NA,NA,10.41,NA,NA,NA,NA,NA,NA
1944,"Japon",NA,NA,NA,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,NA
1944,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"Royaume-Uni",-11324.799,31899.2963,11291.3178,2.6966347694,10675.3687,NA,NA,NA,NA,2878763.94,NA,NA,NA,NA
1944,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,20.37,NA,NA,NA,NA,NA,NA
1945,"Australie",NA,NA,NA,NA,NA,29.7,17.35,10.77,52.95,NA,NA,NA,NA,NA
1945,"Canada",NA,NA,NA,NA,NA,34.05,17.7,8.87,48.24,NA,NA,NA,NA,NA
1945,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,"Danemark",NA,NA,NA,NA,NA,39.35,NA,16.37,NA,NA,NA,NA,NA,NA
1945,"Etats-Unis",-6817.3151,35892.2126,NA,2.5228173733,17217.035,35.57,15.15,14.38,49.28,NA,NA,NA,NA,NA
1945,"France",-26.7245,11134.2653,5880.1506,3.0268044472,5223.1257,31.37,20.5,8.54,48.13,1580944.37,73.75,2.97,35.17,23.28
1945,"Inde",NA,NA,NA,5.6606256409,917.6763,NA,NA,10.61,NA,NA,NA,NA,NA,NA
1945,"Japon",NA,NA,NA,NA,NA,NA,NA,7.19,NA,NA,NA,NA,NA,NA
1945,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,"Royaume-Uni",-11640.9868,32739.2553,11221.5305,2.7930476665,10578.378,NA,NA,NA,NA,2954598.8,NA,NA,NA,NA
1945,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"Afrique du Sud",NA,NA,NA,NA,7157.9072,NA,NA,23.54,NA,NA,NA,NA,NA,NA
1946,"Australie",NA,NA,NA,NA,NA,32.68,16.63,12.1,50.69,NA,NA,NA,NA,NA
1946,"Canada",NA,NA,NA,NA,NA,34.48,17.58,9.41,47.93,NA,NA,NA,NA,NA
1946,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"Danemark",NA,NA,NA,NA,NA,36.97,NA,15.25,NA,NA,NA,NA,NA,NA
1946,"Etats-Unis",-11557.4668,37274.813,NA,2.5394177437,15100.7882,37.25,16.45,14.41,46.3,NA,NA,NA,NA,NA
1946,"France",2659.1836,10132.7595,7637.4294,2.5952274799,6887.0582,34.72,18.96,10.51,46.32,1787348.58,69.75,2.7,30.7,27.55
1946,"Inde",NA,NA,NA,5.2812624115,950.7136,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"Japon",NA,NA,NA,NA,2730.9511,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"Royaume-Uni",-11962.5108,32560.3403,11005.3676,2.7846775055,10367.4465,NA,NA,NA,NA,2887008.68,83.51,NA,46.08,NA
1946,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,"Afrique du Sud",NA,NA,NA,NA,7069.6559,NA,NA,21.22,NA,NA,NA,NA,NA,NA
1947,"Australie",NA,NA,NA,NA,NA,34.34,16.23,13.48,49.43,NA,NA,NA,NA,NA
1947,"Canada",NA,NA,NA,NA,NA,34.85,17.49,9.65,47.66,NA,NA,NA,NA,NA
1947,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,"Danemark",NA,NA,NA,NA,NA,36.93,NA,15.34,NA,NA,NA,NA,NA,NA
1947,"Etats-Unis",-9831.9117,36204.8795,NA,2.7161037922,14566.8854,37.2,16.56,15.11,46.24,NA,NA,NA,NA,NA
1947,"France",3341.7959,10312.0602,7545.6942,2.7924427986,6837.7789,35.98,18.51,10.79,45.51,1909418.94,68.82,2.95,30.24,28.23
1947,"Inde",NA,NA,NA,NA,1068.3447,NA,NA,13.02,NA,NA,NA,NA,NA,NA
1947,"Japon",NA,NA,NA,NA,3238.6477,28.04,NA,8.25,NA,NA,NA,NA,NA,NA
1947,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,"Royaume-Uni",-13372.8007,29845.8538,10112.1526,2.4440600872,9455.0845,NA,NA,NA,NA,2310870.86,82.98,NA,44.95,NA
1947,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"Afrique du Sud",NA,NA,NA,NA,7402.7603,NA,NA,22.02,NA,NA,NA,NA,NA,NA
1948,"Australie",NA,NA,NA,NA,NA,34.03,16.3,13.63,49.67,NA,NA,NA,NA,NA
1948,"Canada",NA,NA,NA,NA,NA,33.46,17.85,9.09,48.69,NA,NA,NA,NA,NA
1948,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"Danemark",NA,NA,NA,NA,NA,35.45,NA,14.21,NA,NA,NA,NA,NA,NA
1948,"Etats-Unis",-8752.1896,36205.0923,NA,2.7143571377,15217.9673,39.01,17.1,16.36,43.89,NA,NA,NA,NA,NA
1948,"France",4541.1768,10422.0855,8485.5061,2.7220962048,7709.4529,34.01,19.15,9.99,46.84,2098603.84,69.91,2.94,30.56,27.14
1948,"Inde",NA,NA,NA,NA,1031.0845,NA,NA,11.53,NA,NA,NA,NA,NA,NA
1948,"Japon",NA,NA,NA,NA,3500.3301,31.01,NA,8.76,NA,NA,NA,NA,NA,NA
1948,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"Royaume-Uni",-12073.6264,28158.2979,10259.0512,2.3446989059,9631.6977,NA,NA,NA,NA,2258347.26,83.1,NA,44.39,NA
1948,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"Afrique du Sud",NA,NA,NA,NA,7405.3537,NA,NA,17.68,NA,NA,NA,NA,NA,NA
1949,"Australie",NA,NA,NA,NA,NA,34.3,16.23,14.36,49.47,NA,NA,NA,NA,NA
1949,"Canada",NA,NA,NA,NA,NA,34.94,17.47,9.36,47.59,NA,NA,NA,NA,NA
1949,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"Danemark",NA,NA,NA,NA,NA,35.06,NA,13.89,NA,NA,NA,NA,NA,NA
1949,"Etats-Unis",-8690.8337,36953.7053,NA,2.9024291039,14699.5986,38.52,16.72,15.77,44.77,NA,NA,NA,NA,NA
1949,"France",4926.7868,10584.9913,9160.7265,2.5639243126,8504.9335,34.22,19.31,10.35,46.46,2180615.87,71.52,3.31,33.26,25.17
1949,"Inde",NA,NA,NA,NA,1058.6459,NA,NA,10.31,NA,NA,NA,NA,NA,NA
1949,"Japon",NA,NA,NA,NA,3842.3152,33.64,NA,8.88,NA,NA,NA,NA,NA,NA
1949,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"Royaume-Uni",-10209.4572,28528.8926,10990.5103,2.5018601418,10289.7074,30.62,NA,13.87,NA,2574336.33,81.77,NA,43.38,NA
1949,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"Afrique du Sud",NA,NA,8765.2606,NA,7423.7323,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"Australie",NA,NA,16624.9765,NA,14121.0999,33.83,16.32,17.97,49.85,NA,NA,NA,NA,NA
1950,"Canada",NA,NA,15188.8424,NA,13660.3954,34.96,17.46,9.54,47.58,NA,NA,NA,NA,NA
1950,"Chine",NA,NA,977.4659,NA,893.2798,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"Danemark",NA,NA,14521.6599,NA,12527.2336,34.94,NA,13.59,NA,NA,NA,NA,NA,NA
1950,"Etats-Unis",-8544.5017,37970.7947,NA,2.7877995968,15249.6029,39.16,17.32,16.75,43.52,4251290.52,NA,NA,NA,NA
1950,"France",5451.4212,11554.8447,9886.2686,2.6084473133,9193.4214,34.06,19.46,10.43,46.48,2398070,72.24,3.19,33.38,24.57
1950,"Inde",NA,NA,1131.4053,4.3459881637,1073.98,NA,NA,11.72,NA,NA,NA,NA,NA,NA
1950,"Japon",NA,NA,4560.5434,NA,4007.4955,33.09,NA,8.63,NA,NA,NA,NA,NA,NA
1950,"Mexique",NA,NA,7415.3042,NA,6680.5159,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"Royaume-Uni",-8538.1187,29184.7052,11366.3365,2.7366943359,10610.9175,NA,NA,NA,NA,2903874.82,79.94,NA,43.04,NA
1950,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,"Afrique du Sud",NA,NA,9030.1161,NA,7504.9591,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,"Australie",NA,NA,16988.0087,NA,14437.9949,27.85,17.78,11.54,54.37,NA,NA,NA,NA,NA
1951,"Canada",NA,NA,15721.7374,NA,14204.8583,33.12,17.95,8.77,48.93,NA,NA,NA,NA,NA
1951,"Chine",NA,NA,1076.3431,NA,983.4651,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,"Danemark",NA,NA,14496.2688,NA,12477.78,35.08,NA,13.32,NA,NA,NA,NA,NA,NA
1951,"Etats-Unis",-7760.5647,37844.3945,NA,2.682199955,16351.8103,37.97,18.27,16.03,43.76,4385890.48,NA,NA,NA,NA
1951,"France",5992.2609,12595.2053,10365.5092,2.7436285019,9565.5744,34.88,19.04,10.79,46.08,2624451.25,69.98,3.21,32.73,26.81
1951,"Inde",NA,NA,1144.2999,4.2386827828,1081.3431,37.42,18.95,11.77,43.63,NA,NA,NA,NA,NA
1951,"Japon",NA,NA,5296.5809,NA,4654.2748,34.34,NA,9,NA,NA,NA,NA,NA,NA
1951,"Mexique",NA,NA,7816.7537,NA,7058.536,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,"Royaume-Uni",-7551.5749,28584.1366,10980.3613,2.8593816757,10345.4745,NA,NA,13.17,NA,2958166.64,78.3,NA,41.85,NA
1951,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,"Afrique du Sud",NA,NA,9174.3715,NA,7525.6492,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,"Australie",NA,NA,16846.0149,NA,14237.7803,27.46,17.87,11.38,54.67,NA,NA,NA,NA,NA
1952,"Canada",NA,NA,16500.584,NA,14931.501,33.25,17.92,8.61,48.83,NA,NA,NA,NA,NA
1952,"Chine",NA,NA,1195.1976,NA,1092.2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,"Danemark",NA,NA,14516.2926,NA,12469.745,34.87,NA,13.02,NA,NA,NA,NA,NA,NA
1952,"Etats-Unis",-7922.0761,38670.3939,NA,2.6883432865,16801.3753,36.77,18.67,15.01,44.56,4516787.81,NA,NA,NA,NA
1952,"France",6190.7046,13559.0883,10608.0199,2.8671414852,9741.7477,35.62,18.8,11.05,45.57,2793099.97,72.33,3.31,32.06,24.36
1952,"Inde",NA,NA,1202.8485,4.1131230878,1136.3251,36.92,18.93,12.08,44.16,NA,NA,NA,NA,NA
1952,"Japon",NA,NA,5603.4609,NA,4923.9401,36.55,NA,9.7,NA,NA,NA,NA,NA,NA
1952,"Mexique",NA,NA,7948.8963,NA,7167.9087,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,"Royaume-Uni",-5940.2932,27515.1454,11350.8515,2.8738231659,10573.7743,NA,NA,12.34,NA,3038709.8,77.49,NA,38.78,NA
1952,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,"Afrique du Sud",NA,NA,9395.8849,NA,7842.4722,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,"Australie",NA,NA,17119.7339,NA,14433.5531,27.23,17.92,11.08,54.85,NA,NA,NA,NA,NA
1953,"Canada",NA,NA,16913.8253,NA,15184.3339,34.14,17.69,8.64,48.18,NA,NA,NA,NA,NA
1953,"Chine",NA,NA,1302.4894,NA,1189.1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,"Danemark",NA,NA,15238.9336,NA,13154.7511,34.54,NA,12.94,NA,NA,NA,NA,NA,NA
1953,"Etats-Unis",-8422.7829,38760.4062,NA,2.5906746387,17320.0987,35.76,19.08,14.08,45.16,4487074.53,NA,NA,NA,NA
1953,"France",6216.5762,14398.9202,10907.0122,2.9019715786,10061.2099,35.38,19,10.94,45.63,2919728.66,72.84,3.14,31.9,24.02
1953,"Inde",NA,NA,1218.976,4.1390154887,1150.4914,36.84,19.32,11.37,43.84,NA,NA,NA,NA,NA
1953,"Japon",NA,NA,5778.2824,NA,5077.5612,34.58,NA,9.22,NA,NA,NA,NA,NA,NA
1953,"Mexique",NA,NA,7791.9597,NA,6985.7411,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,"Royaume-Uni",-5796.1149,28032.5342,12296.5901,2.7666273117,11336.2035,NA,NA,11.76,NA,3136317.89,76.93,NA,38.89,NA
1953,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,"Afrique du Sud",NA,NA,9759.7032,NA,8163.7377,NA,NA,14.12,NA,NA,NA,NA,NA,NA
1954,"Australie",NA,NA,17945.6192,NA,15162.8176,26.73,18.05,10.24,55.22,NA,NA,NA,NA,NA
1954,"Canada",NA,NA,16467.304,NA,14604.8113,35.41,17.35,9.06,47.24,NA,NA,NA,NA,NA
1954,"Chine",NA,NA,1319.873,NA,1196.9201,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,"Danemark",NA,NA,15454.1146,NA,13326.1541,33.93,NA,12.47,NA,NA,NA,NA,NA,NA
1954,"Etats-Unis",-8713.2481,39541.1513,NA,2.7073316574,16982.5349,36.11,18.31,13.99,45.58,4597735.05,NA,NA,NA,NA
1954,"France",6541.9139,15224.8214,11466.8054,2.9141259193,10605.6507,36.05,18.68,11.14,45.27,3090613.91,70.86,3.54,30.43,25.61
1954,"Inde",NA,NA,1250.7084,4.0574454156,1189.7536,38.77,18.58,12.85,42.65,NA,NA,NA,NA,NA
1954,"Japon",NA,NA,5913.0877,NA,5196.0189,34.23,NA,8.91,NA,NA,NA,NA,NA,NA
1954,"Mexique",NA,NA,8379.1572,NA,7540.6235,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,"Royaume-Uni",-5358.3485,28129.7342,12762.6063,2.7329337597,11768.7384,29.08,NA,11.7,NA,3216306.52,76.62,NA,40.93,NA
1954,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Afrique du Sud",NA,NA,10016.2826,NA,8380.3013,NA,NA,14.38,NA,NA,NA,NA,NA,NA
1955,"Australie",NA,NA,18673.5463,NA,15786.6256,26.36,18.15,9.59,55.49,NA,NA,NA,NA,NA
1955,"Canada",NA,NA,17661.8834,NA,15593.9565,34.84,17.5,8.94,47.66,NA,NA,NA,NA,NA
1955,"Chine",NA,NA,1364.9162,NA,1232.6774,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Danemark",NA,NA,15549.5995,NA,13370.7187,33.97,NA,12.6,NA,NA,NA,NA,NA,NA
1955,"Etats-Unis",-8731.1939,41161.5856,NA,2.6815841198,18193.9771,36.86,18.48,14.68,44.66,4878865.69,NA,NA,NA,NA
1955,"France",6629.7637,16553.1812,12003.7596,2.96474576,11127.1577,36.72,18.42,11.36,44.87,3298913.47,70.57,3.65,31.08,25.77
1955,"Inde",NA,NA,1338.6647,3.8331018029,1274.592,40.2,17.84,13.94,41.95,NA,NA,NA,NA,NA
1955,"Japon",NA,NA,6356.0523,NA,5590.5149,32.76,NA,8.55,NA,NA,NA,NA,NA,NA
1955,"Mexique",NA,NA,8883.9073,NA,8008.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Royaume-Uni",-4104.1646,28025.1056,12943.6139,2.8325247765,11945.0378,NA,NA,11.25,NA,3383450.83,75.32,NA,37.86,NA
1955,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Afrique du Sud",NA,NA,10377.4963,NA,8704.6787,NA,NA,13.88,NA,NA,NA,NA,NA,NA
1956,"Australie",NA,NA,19019.3368,NA,16032.9774,26.63,18.08,10.05,55.3,NA,NA,NA,NA,NA
1956,"Canada",NA,NA,18690.1222,NA,16472.4651,34.02,17.72,8.42,48.26,NA,NA,NA,NA,NA
1956,"Chine",NA,NA,1479.2961,NA,1336.6825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Danemark",NA,NA,15632.0434,NA,13394.0053,34.38,NA,12.89,NA,NA,NA,NA,NA,NA
1956,"Etats-Unis",-8370.4353,41887.997,NA,2.7489817142,18476.7108,35.85,18.99,13.86,45.16,5079219.32,NA,NA,NA,NA
1956,"France",6699.8918,18041.7933,12518.8225,3.0577278137,11551.1488,36.25,18.58,11.06,45.17,3532042.18,69.95,3.8,31.33,26.25
1956,"Inde",NA,NA,1346.417,3.899069348,1281.0467,40.15,17.71,14.08,42.14,NA,NA,NA,NA,NA
1956,"Japon",NA,NA,6643.7986,NA,5803.4227,33.61,NA,9.16,NA,NA,NA,NA,NA,NA
1956,"Mexique",NA,NA,9279.0778,NA,8365.1885,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Royaume-Uni",-2862.536,27573.4235,13040.6047,2.9354937077,11940.4341,NA,NA,10.58,NA,3505092.13,73.95,NA,37.91,NA
1956,"Russie",NA,NA,NA,NA,NA,26.29,22.62,5.62,51.08,NA,NA,NA,NA,NA
1957,"Afrique du Sud",NA,NA,10562.5906,NA,8919.7878,NA,NA,13.51,NA,NA,NA,NA,NA,NA
1957,"Australie",NA,NA,19107.5516,NA,16019.4133,24.74,18.52,8.93,56.74,NA,NA,NA,NA,NA
1957,"Canada",NA,NA,18856.7001,NA,16528.8216,34.54,17.58,8.44,47.88,NA,NA,NA,NA,NA
1957,"Chine",NA,NA,1587.6372,NA,1437.1832,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Danemark",NA,NA,16732.702,NA,14413.2191,33.54,NA,11.91,NA,NA,NA,NA,NA,NA
1957,"Etats-Unis",-8175.0894,41519.9325,NA,2.7544326782,18495.5786,35.8,18.92,13.58,45.28,5094476.73,NA,NA,NA,NA
1957,"France",6733.9135,19396.4986,13113.6797,3.0900743008,12117.0071,36.73,18.4,11.33,44.88,3744236.7,70.62,3.8,33.24,25.58
1957,"Inde",NA,NA,1373.6411,3.9014637395,1312.4899,39.61,18.63,14.44,41.76,NA,NA,NA,NA,NA
1957,"Japon",NA,NA,7014.8997,NA,6166.9107,34.54,NA,9.59,NA,NA,NA,NA,NA,NA
1957,"Mexique",NA,NA,9754.0199,NA,8804.5036,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Royaume-Uni",-1929.3528,27741.9803,13394.8774,2.9887208939,12268.0265,NA,NA,10.52,NA,3666576.04,72.42,NA,36.57,NA
1957,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Afrique du Sud",NA,NA,10563.2784,NA,8912.38,NA,NA,12.89,NA,NA,NA,NA,NA,NA
1958,"Australie",NA,NA,19712.876,NA,16518.4692,30.3,17.22,9.38,52.48,NA,NA,NA,NA,NA
1958,"Canada",NA,NA,18838.0135,NA,16606.0003,35.13,17.42,8.66,47.44,NA,NA,NA,NA,NA
1958,"Chine",NA,NA,1756.6826,NA,1602.8628,NA,NA,NA,NA,NA,NA,NA,NA,NA
