"Year","Region","PatrimoineGouvernement","PatrimoinePrivé","PIB","RatioPatrimoineRevenu","RevenuNational","RevenuNationalTop10","RevenuNationalBottom50","RevenuNationalTop1","RevenuNationalMedium40","CapitalNational","PatrimoineTop10","PatrimoineBottom50","PatrimoineTop1","PatrimoineMedium40"
1873,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"Etats-Unis",-94.0554,10746.6467,NA,NA,4803.9902,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"France",141.6778,18403.4271,NA,7.1956963539,4042.2245,NA,NA,NA,NA,2908650.31,NA,NA,NA,NA
1873,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"Royaume-Uni",-1015.526,25812.209,7233.6084,6.6308302879,7207.4512,NA,NA,NA,NA,4779134.63,NA,NA,NA,NA
1873,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Etats-Unis",-107.3906,11030.3735,NA,NA,4643.8265,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"France",-79.4154,18616.086,NA,6.9923205376,4153.2923,NA,NA,NA,NA,2904091.98,NA,NA,NA,NA
1874,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"Royaume-Uni",-1157.7163,28083.0698,7256.4174,7.156431675,7251.3952,NA,NA,NA,NA,5189404.61,NA,NA,NA,NA
1874,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Etats-Unis",-108.7383,11318.8526,NA,NA,4768.8081,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"France",-365.4245,18805.5268,NA,6.263176918,4607.4195,NA,NA,NA,NA,2885725.99,NA,NA,NA,NA
1875,"Inde",NA,NA,NA,2.6321467098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Royaume-Uni",-1127.6879,26913.8444,7234.6546,6.8564033508,7248.4656,NA,NA,NA,NA,4969851.79,NA,NA,NA,NA
1875,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Etats-Unis",-95.0485,11604.0689,NA,NA,4706.6719,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"France",-249.4288,19038.0869,NA,6.6812777519,4395.803,NA,NA,NA,NA,2936985.88,NA,NA,NA,NA
1876,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"Royaume-Uni",-1070.6653,26507.9897,7075.7237,6.9247226715,7079.9088,NA,NA,NA,NA,4902617.4,NA,NA,NA,NA
1876,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Etats-Unis",-100.9358,11944.4701,NA,NA,4763.6301,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"France",-330.9291,19166.1182,NA,6.8150105476,4315.44,NA,NA,NA,NA,2940975.6,82.58,2.13,45.36,15.28
1877,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"Royaume-Uni",-1001.0872,25641.6642,7031.5704,6.7649588585,7020.0612,NA,NA,NA,NA,4749064.35,NA,NA,NA,NA
1877,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Etats-Unis",-96.7508,12269.0535,NA,NA,4845.3434,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"France",-229.2432,19338.3112,NA,7.3759560585,4040.7082,NA,NA,NA,NA,2980408.47,NA,NA,NA,NA
1878,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Royaume-Uni",-1099.3335,27656.0802,6904.865,7.4228453636,6895.4485,NA,NA,NA,NA,5118372.2,NA,NA,NA,NA
1878,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Etats-Unis",-29.4366,12642.7216,NA,NA,5315.6204,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"France",-149.1645,19439.997,NA,7.3844814301,4069.8967,NA,NA,NA,NA,3005398.73,NA,NA,NA,NA
1879,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Royaume-Uni",-1140.7665,24863.5408,6956.447,6.5679783821,6961.2599,NA,NA,NA,NA,4572147.72,NA,NA,NA,NA
1879,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Etats-Unis",116.8245,12926.3774,NA,NA,5806.113,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"France",-78.752,19492.6879,NA,7.2503643036,4166.9389,NA,NA,NA,NA,3021187.04,NA,NA,NA,NA
1880,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Royaume-Uni",-1205.7409,28143.336,6943.9962,7.4800314903,6940.8573,NA,NA,NA,NA,5191758.75,NA,NA,NA,NA
1880,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Etats-Unis",207.5461,13128.9583,NA,NA,5846.4732,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"France",-196.9274,19893.4608,NA,6.8516592979,4465.4573,NA,NA,NA,NA,3059605.89,NA,NA,NA,NA
1881,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Royaume-Uni",-1094.1021,25630.2597,7231.4111,6.5596790314,7231.0973,NA,NA,NA,NA,4743341.16,NA,NA,NA,NA
1881,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Etats-Unis",325.6474,13310.7562,NA,NA,5972.5188,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"France",-496.204,20400.9422,NA,6.5117688179,4739.6205,NA,NA,NA,NA,3086311.45,NA,NA,NA,NA
1882,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Royaume-Uni",-1087.4059,25177.7407,7201.3827,6.3346891403,7216.0307,NA,NA,NA,NA,4571122.36,NA,NA,NA,NA
1882,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Etats-Unis",384.8044,13479.148,NA,NA,5961.3116,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"France",-548.2316,20930.7888,NA,7.0234761238,4491.6132,NA,NA,NA,NA,3154667.44,NA,NA,NA,NA
1883,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"Royaume-Uni",-1116.7019,26777.7224,7138.7101,6.8042764664,7156.0785,NA,NA,NA,NA,4869178.07,NA,NA,NA,NA
1883,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Etats-Unis",453.0407,13659.3145,NA,NA,5921.377,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"France",-608.9777,21422.444,NA,7.3771748543,4358.7488,NA,NA,NA,NA,3215498.88,NA,NA,NA,NA
1884,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"Royaume-Uni",-1074.6412,26918.6573,7038.8944,6.9236783981,7082.7338,NA,NA,NA,NA,4903893.87,NA,NA,NA,NA
1884,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Etats-Unis",511.6302,13851.894,NA,NA,5811.6457,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"France",-706.6833,21902.5375,NA,7.4506583214,4386.9896,NA,NA,NA,NA,3268625.69,NA,NA,NA,NA
1885,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Japon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"Royaume-Uni",-1146.835,26265.6697,7095.2892,6.6554584503,7161.5192,NA,NA,NA,NA,4766307.16,NA,NA,NA,NA
1885,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"Etats-Unis",610.2962,14019.2928,NA,NA,5839.7347,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"France",-706.3042,22359.5077,NA,7.6532831192,4355.1477,NA,NA,NA,NA,3333096.2,NA,NA,NA,NA
1886,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"Japon",NA,NA,NA,NA,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA
1886,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"Royaume-Uni",-1203.753,26397.7111,7230.5741,6.5212545395,7330.7038,NA,NA,NA,NA,4780547.12,NA,NA,NA,NA
1886,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"Etats-Unis",705.4865,14162.0783,NA,NA,5848.1046,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"France",-691.4257,22782.551,NA,7.6413412094,4442.0497,NA,NA,NA,NA,3394316.18,83.28,2.11,48.94,14.61
1887,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"Japon",NA,NA,NA,NA,NA,NA,NA,22.25,NA,NA,NA,NA,NA,NA
1887,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"Royaume-Uni",-1166.1913,26685.8585,7515.3734,6.3349041939,7643.962,NA,NA,NA,NA,4842351.28,NA,NA,NA,NA
1887,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"Etats-Unis",758.6853,14379.4839,NA,NA,5682.0535,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"France",-878.4025,23249.1875,NA,7.1368913651,4807.4742,NA,NA,NA,NA,3431029.22,NA,NA,NA,NA
1888,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"Japon",NA,NA,NA,NA,NA,NA,NA,19.77,NA,NA,NA,NA,NA,NA
1888,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"Royaume-Uni",-746.8395,26002.8424,7828.1085,6.0041270256,7981.7034,NA,NA,NA,NA,4792338.77,NA,NA,NA,NA
1888,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Etats-Unis",839.8311,14534.8952,NA,NA,5900.9487,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"France",-768.0928,23711.9386,NA,7.2882790565,4819.415,NA,NA,NA,NA,3512520.02,NA,NA,NA,NA
1889,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Japon",NA,NA,NA,NA,NA,NA,NA,17.97,NA,NA,NA,NA,NA,NA
1889,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Royaume-Uni",-437.3479,26021.3617,8206.6551,5.8024144173,8366.4231,NA,NA,NA,NA,4854571.91,NA,NA,NA,NA
1889,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"Etats-Unis",926.7934,14738.8238,NA,NA,5853.6373,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"France",-767.2399,24222.4525,NA,7.2255716324,4960.5242,NA,NA,NA,NA,3584287.65,NA,NA,NA,NA
1890,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"Japon",NA,NA,NA,NA,NA,NA,NA,16.03,NA,NA,NA,NA,NA,NA
1890,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"Royaume-Uni",-395.7057,26889.4659,8324.5716,5.9242377281,8485.8044,NA,NA,NA,NA,5027198.77,NA,NA,NA,NA
1890,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Etats-Unis",950.059,14972.6856,NA,NA,5900.7359,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"France",-765.0602,24783.1934,NA,7.2448673248,5051.3117,NA,NA,NA,NA,3659609.08,NA,NA,NA,NA
1891,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Japon",NA,NA,NA,NA,NA,NA,NA,14.75,NA,NA,NA,NA,NA,NA
1891,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Royaume-Uni",-371.3272,28603.5975,7904.8013,6.5213131905,8065.7202,NA,NA,NA,NA,5259924.34,NA,NA,NA,NA
1891,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"Etats-Unis",938.639,15236.1968,NA,NA,6084.2362,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"France",-900.1043,25259.6858,NA,7.0859365463,5222.7466,NA,NA,NA,NA,3700795.15,NA,NA,NA,NA
1892,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"Japon",NA,NA,NA,NA,NA,NA,NA,16.16,NA,NA,NA,NA,NA,NA
1892,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"Royaume-Uni",-352.3894,29718.73,7566.0137,7.0333304405,7736.0353,NA,NA,NA,NA,5441015.66,NA,NA,NA,NA
1892,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"Chine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"Danemark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"Etats-Unis",893.1718,15513.6815,NA,NA,5952.4451,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"France",-932.4201,25800.1464,NA,7.1607966423,5260.5589,NA,NA,NA,NA,3766962.01,NA,NA,NA,NA
1893,"Inde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"Japon",NA,NA,NA,NA,NA,NA,NA,15.96,NA,NA,NA,NA,NA,NA
1893,"Mexique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"Royaume-Uni",-434.5229,29402.856,7573.5469,6.8887553215,7748.5907,NA,NA,NA,NA,5337820.39,NA,NA,NA,NA
1893,"Russie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,"Afrique du Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,"Australie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
